,CO_UF_RESIDENCIA,NU_IDADE,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,TP_DEPENDENCIA_ADM_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DISLEXIA,IN_DISCALCULIA,IN_SABATISTA,IN_GESTANTE,IN_IDOSO,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
966,35,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,402.8,560.6,550.8,0,1.0,120.0,120.0,120.0,120.0,40.0,520.0
967,15,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,391.0,520.4,490.2,1,1.0,100.0,100.0,120.0,120.0,40.0,480.0
968,23,20,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
969,51,37,1,1,4,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
970,50,19,2,1,3,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,389.1,461.8,487.7,0,1.0,100.0,80.0,100.0,100.0,60.0,440.0
971,35,31,1,1,1,9,1,,0,,0,0,0,0,0,0,0,0,1,1,1,514.2,556.1,531.2,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0
972,35,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,378.0,474.1,522.9,1,1.0,120.0,100.0,120.0,120.0,80.0,540.0
973,26,19,2,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,493.7,543.5,589.6,0,1.0,160.0,160.0,160.0,120.0,120.0,720.0
974,35,22,2,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
975,21,18,3,2,1,1,1,,0,,0,0,0,0,0,1,0,0,1,1,1,396.4,580.7,478.9,0,1.0,140.0,120.0,100.0,120.0,120.0,600.0
976,42,26,1,1,1,9,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
977,43,22,1,1,1,5,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
978,52,22,2,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,492.4,589.0,619.3,1,1.0,160.0,160.0,140.0,160.0,80.0,700.0
979,32,26,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
980,29,22,2,1,3,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,413.3,498.2,448.0,1,1.0,140.0,120.0,120.0,100.0,80.0,560.0
981,15,20,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,457.1,463.7,446.4,0,1.0,80.0,100.0,80.0,120.0,40.0,420.0
982,13,22,5,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,429.8,561.4,513.7,0,1.0,100.0,100.0,80.0,100.0,20.0,400.0
983,23,19,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
984,35,17,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,557.7,567.3,551.3,0,1.0,160.0,140.0,140.0,160.0,120.0,720.0
985,43,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,500.4,623.3,531.7,1,1.0,160.0,180.0,160.0,160.0,160.0,820.0
986,52,20,1,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
987,26,16,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,377.6,511.3,541.3,1,1.0,120.0,120.0,120.0,80.0,80.0,520.0
988,23,38,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,465.1,504.6,537.9,1,1.0,120.0,120.0,120.0,120.0,40.0,520.0
989,29,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,503.6,562.8,575.0,1,1.0,140.0,120.0,120.0,120.0,80.0,580.0
990,53,18,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,543.9,577.8,590.4,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0
991,42,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,434.3,512.0,532.0,1,1.0,120.0,120.0,80.0,120.0,40.0,480.0
992,43,20,1,1,1,3,1,,0,,1,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
993,43,22,2,1,1,5,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
994,23,18,3,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,403.2,368.8,455.9,1,1.0,80.0,80.0,80.0,80.0,60.0,380.0
995,21,20,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
996,32,24,3,1,1,8,1,,0,,0,0,0,0,0,0,0,0,1,1,1,540.5,636.9,608.6,0,1.0,100.0,120.0,120.0,120.0,140.0,600.0
997,23,21,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,403.7,412.9,440.4,0,1.0,80.0,100.0,80.0,80.0,40.0,380.0
998,33,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,389.2,519.9,511.2,0,1.0,160.0,140.0,140.0,160.0,120.0,720.0
999,23,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1000,35,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,424.8,563.0,596.9,0,1.0,120.0,120.0,100.0,120.0,20.0,480.0
1001,21,36,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,417.4,451.5,450.8,1,1.0,100.0,80.0,80.0,100.0,40.0,400.0
1002,33,19,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,497.7,618.3,629.9,0,1.0,160.0,160.0,140.0,160.0,140.0,760.0
1003,23,17,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1004,24,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,475.5,555.0,540.3,0,1.0,120.0,120.0,120.0,120.0,20.0,500.0
1005,26,28,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1006,31,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,397.7,489.7,416.9,1,1.0,120.0,120.0,100.0,120.0,80.0,540.0
1007,33,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,530.4,626.4,541.8,0,1.0,120.0,140.0,160.0,120.0,0.0,540.0
1008,50,36,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1009,29,34,2,1,1,9,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1010,35,21,1,2,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,462.7,516.5,519.4,0,1.0,120.0,100.0,80.0,100.0,40.0,440.0
1011,21,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,482.2,460.9,388.3,1,1.0,120.0,120.0,100.0,120.0,60.0,520.0
1012,41,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,476.1,582.0,594.3,0,1.0,160.0,140.0,160.0,140.0,120.0,720.0
1013,52,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,423.7,506.2,568.2,1,1.0,120.0,120.0,120.0,120.0,60.0,540.0
1014,23,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,448.4,449.3,519.7,1,1.0,100.0,120.0,100.0,100.0,100.0,520.0
1015,13,40,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,442.1,435.9,515.0,0,1.0,100.0,100.0,60.0,80.0,20.0,360.0
1016,21,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,504.9,544.1,586.8,0,1.0,160.0,160.0,120.0,140.0,120.0,700.0
1017,43,19,2,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,515.7,603.2,523.8,0,1.0,140.0,120.0,140.0,120.0,140.0,660.0
1018,35,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,599.3,643.6,665.0,0,1.0,180.0,180.0,180.0,180.0,180.0,900.0
1019,23,27,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1020,29,17,2,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,522.9,596.1,536.8,0,1.0,120.0,120.0,120.0,100.0,160.0,620.0
1021,21,42,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,391.8,523.8,488.1,1,1.0,140.0,120.0,140.0,140.0,40.0,580.0
1022,41,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,443.5,650.5,594.2,1,1.0,120.0,120.0,80.0,120.0,80.0,520.0
1023,35,26,1,1,1,9,1,,0,,0,0,0,0,0,0,0,0,1,1,1,593.2,697.5,668.1,0,1.0,160.0,160.0,180.0,180.0,140.0,820.0
1024,43,34,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1025,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,513.2,528.4,518.5,1,1.0,80.0,80.0,80.0,80.0,0.0,320.0
1026,22,15,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,554.2,606.3,642.9,1,1.0,160.0,140.0,140.0,160.0,160.0,760.0
1027,31,18,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,422.3,575.7,616.3,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0
1028,29,45,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,442.0,564.7,488.6,1,1.0,120.0,120.0,120.0,100.0,100.0,560.0
1029,23,21,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1030,29,21,2,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,531.1,530.1,528.6,1,1.0,120.0,80.0,80.0,120.0,40.0,440.0
1031,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,402.3,510.4,460.1,1,1.0,120.0,120.0,80.0,120.0,40.0,480.0
1032,33,19,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1033,24,20,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1034,33,36,3,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,436.3,456.1,490.5,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,23,20,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1036,26,16,4,2,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,385.6,522.9,525.2,1,1.0,120.0,100.0,80.0,120.0,40.0,460.0
1037,35,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,662.2,709.0,602.5,0,1.0,160.0,200.0,200.0,200.0,200.0,960.0
1038,23,18,3,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,512.8,601.0,531.7,0,1.0,120.0,120.0,100.0,120.0,120.0,580.0
1039,53,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,438.3,594.3,556.9,1,1.0,160.0,140.0,140.0,160.0,100.0,700.0
1040,35,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,624.5,629.9,624.5,0,1.0,120.0,160.0,120.0,120.0,100.0,620.0
1041,24,16,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1042,35,20,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,480.9,602.4,635.1,1,1.0,100.0,140.0,120.0,120.0,120.0,600.0
1043,13,21,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1044,31,21,2,1,3,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1045,35,17,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,473.4,481.6,463.8,1,1.0,120.0,80.0,100.0,100.0,60.0,460.0
1046,24,20,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,599.9,645.7,561.5,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0
1047,24,26,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,1,1,1,505.0,524.6,505.1,1,1.0,120.0,100.0,100.0,100.0,60.0,480.0
1048,11,17,4,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1049,32,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,1,,,484.5,0,1.0,120.0,120.0,120.0,100.0,100.0,560.0
1050,27,21,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,406.6,532.3,505.9,1,1.0,120.0,120.0,80.0,80.0,40.0,440.0
1051,35,18,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,620.1,670.2,675.3,0,1.0,160.0,160.0,200.0,160.0,200.0,880.0
1052,35,15,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,537.4,623.4,621.3,0,1.0,140.0,160.0,140.0,160.0,80.0,680.0
1053,31,34,2,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,442.9,522.0,554.1,0,1.0,100.0,100.0,80.0,100.0,20.0,400.0
1054,31,24,3,1,4,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1055,26,17,5,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,427.8,454.3,374.0,1,1.0,120.0,80.0,80.0,100.0,40.0,420.0
1056,29,18,2,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1057,23,17,2,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,475.2,445.3,473.9,1,1.0,80.0,80.0,80.0,80.0,40.0,360.0
1058,35,20,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,453.7,550.5,486.5,1,1.0,120.0,160.0,140.0,140.0,80.0,640.0
1059,23,23,3,0,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,391.7,424.4,412.9,1,1.0,80.0,80.0,80.0,80.0,60.0,380.0
1060,26,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,448.5,426.9,454.4,1,1.0,120.0,80.0,100.0,120.0,40.0,460.0
1061,29,16,2,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,518.2,556.8,594.8,0,1.0,140.0,100.0,120.0,120.0,120.0,600.0
1062,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,413.7,494.7,454.6,1,1.0,120.0,120.0,100.0,100.0,80.0,520.0
1063,21,16,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,547.4,580.6,581.7,0,1.0,140.0,120.0,140.0,140.0,100.0,640.0
1064,41,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,581.8,595.2,555.0,1,1.0,160.0,120.0,120.0,120.0,60.0,580.0
1065,41,52,3,1,4,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1066,31,19,4,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,533.7,587.0,583.1,0,1.0,80.0,120.0,100.0,80.0,100.0,480.0
1067,29,23,3,1,1,5,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1068,35,17,0,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,446.9,511.8,467.0,0,1.0,120.0,120.0,120.0,120.0,80.0,560.0
1069,22,26,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1070,22,17,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,419.6,490.2,508.6,1,1.0,120.0,120.0,120.0,100.0,20.0,480.0
1071,33,18,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,384.6,526.9,562.7,1,1.0,120.0,120.0,120.0,120.0,60.0,540.0
1072,26,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1073,25,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,432.1,494.3,501.1,1,1.0,100.0,80.0,60.0,80.0,60.0,380.0
1074,21,21,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,432.0,618.5,553.7,0,1.0,120.0,120.0,120.0,120.0,40.0,520.0
1075,35,20,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,594.1,639.6,648.4,0,1.0,120.0,120.0,100.0,120.0,60.0,520.0
1076,23,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,461.1,593.6,587.8,1,1.0,160.0,140.0,160.0,160.0,100.0,720.0
1077,35,19,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,384.3,515.7,562.2,0,1.0,120.0,80.0,80.0,80.0,80.0,440.0
1078,21,21,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1079,41,21,1,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,516.3,551.2,501.4,1,1.0,120.0,100.0,100.0,120.0,100.0,540.0
1080,11,19,2,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,413.9,432.1,404.0,1,1.0,80.0,100.0,80.0,80.0,80.0,420.0
1081,31,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,409.3,513.3,587.9,1,1.0,120.0,120.0,120.0,120.0,20.0,500.0
1082,26,39,0,1,1,10,1,,0,,0,0,0,0,0,1,0,0,1,1,1,606.9,628.8,634.3,0,1.0,140.0,140.0,120.0,160.0,160.0,720.0
1083,52,17,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,420.5,529.5,540.6,1,1.0,120.0,120.0,100.0,120.0,80.0,540.0
1084,31,21,2,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,496.0,590.2,561.3,1,1.0,160.0,180.0,180.0,160.0,80.0,760.0
1085,41,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1086,35,17,1,1,2,0,3,1.0,0,4.0,0,0,0,0,0,0,0,0,1,1,1,514.7,552.0,485.8,1,1.0,160.0,140.0,140.0,160.0,120.0,720.0
1087,35,18,1,2,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1088,51,21,2,1,4,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,431.7,501.6,464.0,1,1.0,120.0,100.0,80.0,100.0,20.0,420.0
1089,50,22,1,2,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1090,33,28,2,1,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1091,43,24,1,1,1,6,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1092,31,16,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,477.9,526.6,468.3,0,1.0,120.0,80.0,80.0,120.0,40.0,440.0
1093,29,23,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,1,1,1,445.3,447.3,493.4,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0
1094,31,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,453.7,523.6,444.5,1,1.0,120.0,160.0,120.0,140.0,120.0,660.0
1095,35,19,1,1,3,0,1,,0,,0,0,0,0,0,0,0,0,1,1,1,467.1,551.5,524.9,0,1.0,120.0,120.0,120.0,120.0,80.0,560.0
1096,52,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,492.5,551.4,381.5,0,1.0,120.0,100.0,80.0,60.0,60.0,420.0
1097,24,27,1,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,446.0,583.8,514.4,1,1.0,140.0,140.0,120.0,160.0,60.0,620.0
1098,35,18,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,503.1,493.7,498.6,0,1.0,140.0,120.0,120.0,140.0,160.0,680.0
1099,31,19,2,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1100,29,26,3,1,1,8,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1101,25,30,1,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,481.9,499.9,544.7,1,1.0,100.0,100.0,100.0,80.0,80.0,460.0
1102,50,26,3,1,1,9,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1103,26,26,2,1,1,6,1,,0,,0,0,0,0,0,0,0,0,1,1,1,440.2,524.4,420.3,0,1.0,80.0,40.0,40.0,40.0,0.0,200.0
1104,15,29,1,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,390.5,463.9,528.1,1,1.0,120.0,140.0,140.0,120.0,40.0,560.0
1105,15,20,3,1,1,2,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1106,23,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,428.0,513.4,458.8,1,1.0,120.0,120.0,120.0,120.0,40.0,520.0
1107,27,32,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,1,1,1,441.2,540.5,577.8,1,1.0,120.0,120.0,100.0,120.0,60.0,520.0
1108,21,18,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,638.6,648.3,568.7,0,1.0,160.0,200.0,200.0,200.0,180.0,940.0
1109,33,15,1,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,521.7,472.4,634.4,0,1.0,120.0,120.0,120.0,100.0,120.0,580.0
1110,43,19,1,1,1,2,1,,0,,0,0,0,0,0,0,0,0,1,1,1,490.5,547.7,478.0,1,1.0,120.0,80.0,80.0,80.0,40.0,400.0
1111,15,18,3,2,1,1,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1112,11,21,1,1,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,418.0,512.1,471.5,1,1.0,80.0,100.0,80.0,80.0,60.0,400.0
1113,33,24,2,1,1,6,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1114,31,31,0,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,1,,,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,50,22,1,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,572.9,625.5,611.5,1,1.0,120.0,40.0,80.0,120.0,40.0,400.0
1116,13,24,3,1,1,7,1,,0,,0,0,0,0,0,0,0,0,1,1,1,504.0,665.1,626.1,0,1.0,160.0,200.0,200.0,160.0,80.0,800.0
1117,23,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,442.8,404.1,453.2,1,1.0,120.0,80.0,80.0,80.0,0.0,360.0
1118,31,18,4,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,488.4,483.3,523.1,1,1.0,140.0,120.0,120.0,140.0,40.0,560.0
1119,52,19,2,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,456.3,508.1,487.6,1,1.0,80.0,80.0,80.0,80.0,60.0,380.0
1120,26,18,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,412.8,473.0,484.7,1,1.0,120.0,120.0,120.0,120.0,60.0,540.0
1121,28,21,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,453.2,521.1,404.1,1,1.0,100.0,120.0,120.0,100.0,120.0,560.0
1122,41,18,1,2,2,0,3,3.0,0,4.0,0,0,0,0,0,1,0,0,1,1,1,401.7,423.4,442.8,0,1.0,120.0,100.0,100.0,120.0,80.0,520.0
1123,33,17,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,376.9,546.2,502.7,1,1.0,140.0,140.0,160.0,160.0,100.0,700.0
1124,15,21,3,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1125,28,16,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,421.9,491.9,493.7,1,1.0,120.0,120.0,120.0,140.0,40.0,540.0
1126,23,20,2,1,2,0,2,3.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,425.3,442.8,474.4,1,1.0,100.0,80.0,80.0,80.0,40.0,380.0
1127,35,20,4,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,575.3,640.1,654.5,0,1.0,160.0,120.0,140.0,120.0,80.0,620.0
1128,24,20,1,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,443.4,467.7,505.8,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0
1129,21,21,3,2,1,4,1,,0,,0,0,0,0,0,0,0,0,1,1,1,409.4,471.6,517.6,1,1.0,100.0,100.0,100.0,100.0,80.0,480.0
1130,35,25,1,1,1,7,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1131,23,15,3,1,3,0,1,,1,,0,0,0,0,0,0,0,0,1,1,1,457.4,615.8,617.1,0,1.0,140.0,140.0,140.0,140.0,180.0,740.0
1132,33,45,3,1,1,10,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,
1133,43,17,1,1,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,513.6,568.4,486.1,1,1.0,120.0,100.0,100.0,120.0,80.0,520.0
1134,29,23,4,1,1,5,1,,0,,0,0,0,0,0,0,0,0,1,1,1,452.1,524.8,489.2,1,1.0,120.0,120.0,100.0,80.0,80.0,500.0
1135,24,22,3,1,1,3,1,,0,,0,0,0,0,0,0,0,0,1,1,1,407.2,447.9,506.8,1,1.0,120.0,100.0,80.0,100.0,40.0,440.0
1136,15,19,3,1,1,1,1,,0,,0,0,0,0,0,0,0,0,1,1,1,609.7,628.2,598.4,1,1.0,160.0,200.0,200.0,200.0,200.0,960.0
1137,43,45,1,1,4,0,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1138,26,24,3,1,1,6,1,,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
1139,23,20,3,2,2,0,2,1.0,0,2.0,0,0,0,0,0,0,0,0,1,1,1,456.9,458.4,390.7,1,1.0,100.0,100.0,100.0,80.0,80.0,460.0
